T° Extérieure;H% Extérieure;Dew Point;Ressentie;Vent;Rafale;Pression R;Luminosité;UVI;Pluie Heure;Pluie Jour;Semaine;Pluie mois;Pluie Année;Pm2.5;;;
5.7;87;3.7;2.7;14.4;15.8;1022.3;0;0;0;0;44;0;162.6;5.1;5.7;02:11;
5.7;87;3.7;3.6;9.7;13;1022.5;0;0;0;0;44;0;162.6;5.1;5.6;02:12;
5.7;87;3.7;4.9;5;9.7;1022.2;0;0;0;0;44;0;162.6;5;5.6;02:13;
5.7;87;3.7;4.5;6.1;11.2;1022.2;0;0;0;0;44;0;162.6;5;5.5;02:14;
5.6;87;3.6;3.8;8.3;9;1022.2;0;0;0;0;44;0;162.6;4.9;5.5;02:15;
5.6;87;3.6;3.7;8.6;9.7;1022.4;0;0;0;0;44;0;162.6;4.9;5.5;02:16;
5.6;87;3.6;4;7.2;8.6;1022.4;0;0;0;0;44;0;162.6;4.9;5.5;02:17;
5.5;88;3.6;3.7;7.9;10.8;1022.2;0;0;0;0;44;0;162.6;4.9;5.4;02:18;
5.5;88;3.6;5.5;2.2;6.8;1022.3;0;0;0;0;44;0;162.6;4.8;5.4;02:19;
5.4;88;3.5;4;6.5;9;1022.4;0;0;0;0;44;0;162.6;4.8;5.4;02:20;
5.4;88;3.5;4;6.5;7.2;1022.3;0;0;0;0;44;0;162.6;4.7;5.3;02:21;
5.3;88;3.4;3.6;7.6;11.5;1022.4;0;0;0;0;44;0;162.6;4.7;5.3;02:22;
5.3;88;3.4;3.3;9;10.1;1022.3;0;0;0;0;44;0;162.6;4.7;5.2;02:23;
5.3;88;3.4;3.9;6.5;8.6;1022.3;0;0;0;0;44;0;162.6;4.6;5.2;02:24;
5.3;88;3.4;5.3;0;4;1022.2;0;0;0;0;44;0;162.6;4.6;5.2;02:25;
5.2;88;3.3;4.3;5;6.8;1022.3;0;0;0;0;44;0;162.6;4.5;5.1;02:26;
5.2;88;3.3;5.2;4;5.8;1022.4;0;0;0;0;44;0;162.6;4.5;5.1;02:27;
5.2;88;3.3;3.6;7.2;10.8;1022.4;0;0;0;0;44;0;162.6;4.5;5.1;02:28;
5.2;88;3.3;4.2;5.4;11.2;1022.4;0;0;0;0;44;0;162.6;4.5;5;02:29;
5.2;88;3.3;3;9.7;10.4;1022.4;0;0;0;0;44;0;162.6;4.4;5;02:30;
5.2;88;3.3;2.9;10.1;10.1;1022.1;0;0;0;0;44;0;162.6;4.4;5;02:31;
5.1;89;3.4;3;9;10.4;1022.3;0;0;0;0;44;0;162.6;4.4;5;02:32;
5.1;89;3.4;2.8;10.1;10.8;1022.4;0;0;0;0;44;0;162.6;4.4;4.9;02:33;
5.1;89;3.4;3.8;6.1;9.7;1022.2;0;0;0;0;44;0;162.6;4.3;4.9;02:34;
5.1;89;3.4;3.1;8.6;8.6;1022.2;0;0;0;0;44;0;162.6;4.3;4.9;02:35;
5;89;3.3;5;4.7;7.2;1022.5;0;0;0;0;44;0;162.6;4.3;4.9;02:36;
5;89;3.3;5;4.3;7.9;1022.3;0;0;0;0;44;0;162.6;4.3;4.8;02:37;
5;89;3.3;2.5;10.8;11.9;1022.3;0;0;0;0;44;0;162.6;4.2;4.8;02:38;
5;89;3.3;5;3.2;7.9;1022.2;0;0;0;0;44;0;162.6;4.2;4.8;02:39;
5;89;3.3;4.1;5;5;1022.2;0;0;0;0;44;0;162.6;4.2;4.8;02:40;
4.9;89;3.2;2.2;11.5;13.3;1022.4;0;0;0;0;44;0;162.6;4.2;4.7;02:41;
4.9;89;3.2;3.8;5.4;7.9;1022.1;0;0;0;0;44;0;162.6;4.1;4.7;02:42;
4.9;89;3.2;2.4;10.4;11.2;1022.2;0;0;0;0;44;0;162.6;4.1;4.7;02:43;
4.9;89;3.2;4.9;4.3;7.2;1022.3;0;0;0;0;44;0;162.6;4.1;4.7;02:44;
4.9;89;3.2;4.9;4.3;9;1022.3;0;0;0;0;44;0;162.6;4.1;4.6;02:45;
4.9;89;3.2;3.7;5.8;9.7;1022.4;0;0;0;0;44;0;162.6;4;4.6;02:46;
4.9;89;3.2;2.3;11.2;14.8;1022.5;0;0;0;0;44;0;162.6;4;4.6;02:47;
4.9;89;3.2;3.2;7.2;8.3;1022.4;0;0;0;0;44;0;162.6;4;4.6;02:48;
4.9;89;3.2;3.6;6.1;9;1022.2;0;0;0;0;44;0;162.6;4;4.6;02:49;
4.9;89;3.2;3.3;6.8;12.2;1022.3;0;0;0;0;44;0;162.6;4;4.6;02:50;
4.9;89;3.2;3.4;6.5;7.2;1022.3;0;0;0;0;44;0;162.6;4;4.6;02:51;
4.9;89;3.2;3.1;7.6;10.8;1022.2;0;0;0;0;44;0;162.6;4;4.5;02:52;
4.9;89;3.2;3.6;6.1;9;1022.4;0;0;0;0;44;0;162.6;4;4.5;02:53;
4.9;89;3.2;3.1;7.6;9.4;1022.3;0;0;0;0;44;0;162.6;4;4.5;02:54;
4.9;89;3.2;3.4;6.5;8.6;1022.2;0;0;0;0;44;0;162.6;3.9;4.5;02:55;
4.9;89;3.2;1.8;14;14.4;1022;0;0;0;0;44;0;162.6;3.9;4.5;02:56;
